"PlayerID","FirstName","LastName","Country","Date","Points","Week Change","Tourn Played","Age","Height","Weight"
"Rafael Nadal","Rafael","Nadal","ESP",2013-12-30,"13,030","0","20",27,72.8346456692913,188
"Novak Djokovic","Novak","Djokovic","SRB",2013-12-30,"12,260","0","18",26,74.0157480314961,176
"David Ferrer","David","Ferrer","ESP",2013-12-30,"5,800","0","24",31,68.8976377952756,160
"Andy Murray","Andy","Murray","GBR",2013-12-30,"5,790","0","19",26,74.8031496062992,185
"Juan Martin Del Potro","Juan Martin","Del Potro","ARG",2013-12-30,"5,255","0","21",25,77.9527559055118,214
"Roger Federer","Roger","Federer","SUI",2013-12-30,"4,205","0","19",32,72.8346456692913,187
"Tomas Berdych","Tomas","Berdych","CZE",2013-12-30,"4,180","0","24",28,77.1653543307087,200
"Stanislas Wawrinka","Stanislas","Wawrinka","SUI",2013-12-30,"3,730","0","25",28,72.0472440944882,179
"Richard Gasquet","Richard","Gasquet","FRA",2013-12-30,"3,300","0","25",27,72.8346456692913,165
"Jo-Wilfried Tsonga","Jo-Wilfried","Tsonga","FRA",2013-12-30,"3,065","0","21",28,74.0157480314961,200
"Milos Raonic","Milos","Raonic","CAN",2013-12-30,"2,860","0","24",23,77.1653543307087,195
"Tommy Haas","Tommy","Haas","GER",2013-12-30,"2,435","0","26",35,74.0157480314961,185
"Nicolas Almagro","Nicolas","Almagro","ESP",2013-12-30,"2,290","0","23",28,72.0472440944882,185
"John Isner","John","Isner","USA",2013-12-30,"2,150","0","26",28,81.8897637795276,238
"Mikhail Youzhny","Mikhail","Youzhny","RUS",2013-12-30,"2,145","0","26",31,72.0472440944882,160
"Fabio Fognini","Fabio","Fognini","ITA",2013-12-30,"1,930","0","29",26,70.0787401574803,163
"Kei Nishikori","Kei","Nishikori","JPN",2013-12-30,"1,915","0","21",24,70.0787401574803,150
"Tommy Robredo","Tommy","Robredo","ESP",2013-12-30,"1,810","0","24",31,70.8661417322835,165
"Gilles Simon","Gilles","Simon","FRA",2013-12-30,"1,790","0","25",29,72.0472440944882,154
"Kevin Anderson","Kevin","Anderson","RSA",2013-12-30,"1,685","0","23",27,79.9212598425197,197
"Jerzy Janowicz","Jerzy","Janowicz","POL",2013-12-30,"1,615","0","21",23,79.9212598425197,200
"Philipp Kohlschreiber","Philipp","Kohlschreiber","GER",2013-12-30,"1,525","0","27",30,70.0787401574803,154
"Grigor Dimitrov","Grigor","Dimitrov","BUL",2013-12-30,"1,520","0","24",22,74.8031496062992,176
"Ernests Gulbis","Ernests","Gulbis","LAT",2013-12-30,"1,393","0","23",25,74.8031496062992,187
"Andreas Seppi","Andreas","Seppi","ITA",2013-12-30,"1,360","0","29",29,74.8031496062992,165
"Benoit Paire","Benoit","Paire","FRA",2013-12-30,"1,345","0","32",24,77.1653543307087,176
"Jurgen Melzer","Jurgen","Melzer","AUT",2013-12-30,"1,315","0","27",32,72.0472440944882,178
"Feliciano Lopez","Feliciano","Lopez","ESP",2013-12-30,"1,310","0","22",32,74.0157480314961,187
"Dmitry Tursunov","Dmitry","Tursunov","RUS",2013-12-30,"1,244","0","22",31,72.8346456692913,180
"Fernando Verdasco","Fernando","Verdasco","ESP",2013-12-30,"1,235","0","25",30,74.0157480314961,194
"Gael Monfils","Gael","Monfils","FRA",2013-12-30,"1,230","0","24",27,75.9842519685039,177
"Vasek Pospisil","Vasek","Pospisil","CAN",2013-12-30,"1,219","0","26",23,75.9842519685039,185
"Ivan Dodig","Ivan","Dodig","CRO",2013-12-30,"1,190","0","25",29,72.0472440944882,183
"Jeremy Chardy","Jeremy","Chardy","FRA",2013-12-30,"1,175","0","25",26,74.0157480314961,165
"Julien Benneteau","Julien","Benneteau","FRA",2013-12-30,"1,160","0","25",32,72.8346456692913,174
"Janko Tipsarevic","Janko","Tipsarevic","SRB",2013-12-30,"1,130","0","27",29,70.8661417322835,176
"Marin Cilic","Marin","Cilic","CRO",2013-12-30,"1,130","0","21",25,77.9527559055118,180
"Marcel Granollers","Marcel","Granollers","ESP",2013-12-30,"1,110","0","26",27,74.8031496062992,169
"Jarkko Nieminen","Jarkko","Nieminen","FIN",2013-12-30,"1,090","0","29",32,72.8346456692913,172
"Florian Mayer","Florian","Mayer","GER",2013-12-30,"1,065","0","29",30,74.8031496062992,180
"Carlos Berlocq","Carlos","Berlocq","ARG",2013-12-30,"1,020","0","26",30,72.0472440944882,165
"Juan Monaco","Juan","Monaco","ARG",2013-12-30,"1,015","0","26",29,72.8346456692913,179
"Robin Haase","Robin","Haase","NED",2013-12-30,"977","0","29",26,74.8031496062992,170
"Radek Stepanek","Radek","Stepanek","CZE",2013-12-30,"970","0","22",35,72.8346456692913,167
"Denis Istomin","Denis","Istomin","UZB",2013-12-30,"965","0","30",27,74.0157480314961,194
"Sam Querrey","Sam","Querrey","USA",2013-12-30,"960","0","25",26,77.9527559055118,200
"Lukas Rosol","Lukas","Rosol","CZE",2013-12-30,"956","0","33",28,77.1653543307087,178
"Pablo Andujar","Pablo","Andujar","ESP",2013-12-30,"946","0","32",27,70.8661417322835,167
"Joao Sousa","Joao","Sousa","POR",2013-12-30,"934","0","24",24,72.8346456692913,161
"Nicolas Mahut","Nicolas","Mahut","FRA",2013-12-30,"918","0","18",31,74.8031496062992,176
"Bernard Tomic","Bernard","Tomic","AUS",2013-12-30,"910","0","26",21,77.1653543307087,201
"Edouard Roger-Vasselin","Edouard","Roger-Vasselin","FRA",2013-12-30,"908","0","28",30,74.0157480314961,165
"Nikolay Davydenko","Nikolay","Davydenko","RUS",2013-12-30,"890","0","25",32,70.0787401574803,154
"Daniel Brands","Daniel","Brands","GER",2013-12-30,"836","0","24",26,77.1653543307087,203
"Federico Delbonis","Federico","Delbonis","ARG",2013-12-30,"836","0","20",23,74.8031496062992,194
"Horacio Zeballos","Horacio","Zeballos","ARG",2013-12-30,"835","0","29",28,74.0157480314961,183
"Alexandr Dolgopolov","Alexandr","Dolgopolov","UKR",2013-12-30,"825","0","27",25,70.8661417322835,157
"Roberto Bautista Agut","Roberto","Bautista Agut","ESP",2013-12-30,"810","0","24",25,72.0472440944882,168
"Adrian Mannarino","Adrian","Mannarino","FRA",2013-12-30,"784","0","27",25,72.0472440944882,152
"Lleyton Hewitt","Lleyton","Hewitt","AUS",2013-12-30,"780","0","19",32,70.8661417322835,170
"Marinko Matosevic","Marinko","Matosevic","AUS",2013-12-30,"774","0","25",28,75.9842519685039,190
"Guillermo Garcia-Lopez","Guillermo","Garcia-Lopez","ESP",2013-12-30,"768","0","26",30,74.0157480314961,180
"Albert Montanes","Albert","Montanes","ESP",2013-12-30,"766","0","24",33,68.8976377952756,155
"Pablo Carreno Busta","Pablo","Carreno Busta","ESP",2013-12-30,"739","0","28",22,74.0157480314961,163
"Yen-Hsun Lu","Yen-Hsun","Lu","TPE",2013-12-30,"730","0","27",30,70.8661417322835,163
"Michal Przysiezny","Michal","Przysiezny","POL",2013-12-30,"730","0","26",29,72.8346456692913,185
"Mikhail Kukushkin","Mikhail","Kukushkin","KAZ",2013-12-30,"721","0","22",26,72.0472440944882,159
"Matthew Ebden","Matthew","Ebden","AUS",2013-12-30,"706","0","28",26,74.0157480314961,172
"Santiago Giraldo","Santiago","Giraldo","COL",2013-12-30,"703","0","31",26,74.0157480314961,166
"Igor Sijsling","Igor","Sijsling","NED",2013-12-30,"697","0","29",26,74.8031496062992,192
"Filippo Volandri","Filippo","Volandri","ITA",2013-12-30,"694","0","25",32,72.0472440944882,161
"Lukasz Kubot","Lukasz","Kubot","POL",2013-12-30,"686","0","24",31,74.8031496062992,190
"Dudi Sela","Dudi","Sela","ISR",2013-12-30,"681","0","21",28,68.8976377952756,144
"Tobias Kamke","Tobias","Kamke","GER",2013-12-30,"663","0","27",27,70.0787401574803,163
"Viktor Troicki","Viktor","Troicki","SRB",2013-12-30,"660","0","23",27,75.9842519685039,189
"Teymuraz Gabashvili","Teymuraz","Gabashvili","RUS",2013-12-30,"651","0","30",28,74.0157480314961,182
"Daniel Gimeno-Traver","Daniel","Gimeno-Traver","ESP",2013-12-30,"650","0","30",28,72.0472440944882,176
"Ivo Karlovic","Ivo","Karlovic","CRO",2013-12-30,"647","0","20",34,83.0708661417323,230
"Benjamin Becker","Benjamin","Becker","GER",2013-12-30,"637","0","32",32,70.0787401574803,158
"Victor Hanescu","Victor","Hanescu","ROU",2013-12-30,"636","0","27",32,77.9527559055118,194
"Lukas Lacko","Lukas","Lacko","SVK",2013-12-30,"625","0","26",26,72.8346456692913,188
"Andrey Golubev","Andrey","Golubev","KAZ",2013-12-30,"620","0","25",26,72.8346456692913,170
"Albert Ramos","Albert","Ramos","ESP",2013-12-30,"617","0","27",25,74.0157480314961,177
"Kenny De Schepper","Kenny","De Schepper","FRA",2013-12-30,"617","0","32",26,79.9212598425197,225
"Jiri Vesely","Jiri","Vesely","CZE",2013-12-30,"616","0","22",20,77.9527559055118,198
"Julian Reister","Julian","Reister","GER",2013-12-30,"612","0","20",27,74.0157480314961,192
"Marcos Baghdatis","Marcos","Baghdatis","CYP",2013-12-30,"605","0","24",28,70.0787401574803,181
"Alex Bogomolov Jr.","Alex","Bogomolov Jr.","RUS",2013-12-30,"605","0","22",30,70.0787401574803,165
"Tim Smyczek","Tim","Smyczek","USA",2013-12-30,"600","0","28",26,68.8976377952756,160
"Somdev Devvarman","Somdev","Devvarman","IND",2013-12-30,"599","0","21",28,70.8661417322835,160
"Alejandro Gonzalez","Alejandro","Gonzalez","COL",2013-12-30,"597","0","22",24,74.8031496062992,182
"Michael Russell","Michael","Russell","USA",2013-12-30,"594","0","31",35,68.1102362204724,155
"Aleksandr Nedovyesov","Aleksandr","Nedovyesov","KAZ",2013-12-30,"586","0","28",26,75.9842519685039,183
"Leonardo Mayer","Leonardo","Mayer","ARG",2013-12-30,"579","0","25",26,74.0157480314961,183
"Aljaz Bedene","Aljaz","Bedene","SLO",2013-12-30,"573","0","23",24,72.0472440944882,159
"Donald Young","Donald","Young","USA",2013-12-30,"569","0","22",24,72.0472440944882,175
"Bradley Klahn","Bradley","Klahn","USA",2013-12-30,"568","0","26",23,72.0472440944882,165
"Sergiy Stakhovsky","Sergiy","Stakhovsky","UKR",2013-12-30,"554","0","30",28,75.9842519685039,176
"Alejandro Falla","Alejandro","Falla","COL",2013-12-30,"552","0","24",30,72.8346456692913,169
"Ryan Harrison","Ryan","Harrison","USA",2013-12-30,"549","0","28",21,74.0157480314961,185
"Novak Djokovic","Novak","Djokovic","SRB",2012-12-31,"12,920","0","18",25,74.0157480314961,176
"Roger Federer","Roger","Federer","SUI",2012-12-31,"10,265","0","21",31,72.8346456692913,187
"Andy Murray","Andy","Murray","GBR",2012-12-31,"8,000","0","20",25,74.8031496062992,185
"Rafael Nadal","Rafael","Nadal","ESP",2012-12-31,"6,690","0","18",26,72.8346456692913,188
"David Ferrer","David","Ferrer","ESP",2012-12-31,"6,505","0","25",30,68.8976377952756,160
"Tomas Berdych","Tomas","Berdych","CZE",2012-12-31,"4,680","0","24",27,77.1653543307087,200
"Juan Martin Del Potro","Juan Martin","Del Potro","ARG",2012-12-31,"4,480","0","23",24,77.9527559055118,214
"Jo-Wilfried Tsonga","Jo-Wilfried","Tsonga","FRA",2012-12-31,"3,490","0","26",27,74.0157480314961,200
"Janko Tipsarevic","Janko","Tipsarevic","SRB",2012-12-31,"2,990","0","28",28,70.8661417322835,176
"Richard Gasquet","Richard","Gasquet","FRA",2012-12-31,"2,515","0","23",26,72.8346456692913,165
"Nicolas Almagro","Nicolas","Almagro","ESP",2012-12-31,"2,515","0","27",27,72.0472440944882,185
"Juan Monaco","Juan","Monaco","ARG",2012-12-31,"2,430","0","24",28,72.8346456692913,179
"Milos Raonic","Milos","Raonic","CAN",2012-12-31,"2,380","0","24",22,77.1653543307087,195
"John Isner","John","Isner","USA",2012-12-31,"2,215","0","26",27,81.8897637795276,238
"Marin Cilic","Marin","Cilic","CRO",2012-12-31,"2,210","0","23",24,77.9527559055118,180
"Gilles Simon","Gilles","Simon","FRA",2012-12-31,"2,165","0","27",28,72.0472440944882,154
"Stanislas Wawrinka","Stanislas","Wawrinka","SUI",2012-12-31,"1,900","0","22",27,72.0472440944882,179
"Alexandr Dolgopolov","Alexandr","Dolgopolov","UKR",2012-12-31,"1,855","0","26",24,70.8661417322835,157
"Kei Nishikori","Kei","Nishikori","JPN",2012-12-31,"1,830","0","23",23,70.0787401574803,150
"Philipp Kohlschreiber","Philipp","Kohlschreiber","GER",2012-12-31,"1,770","0","27",29,70.0787401574803,154
"Tommy Haas","Tommy","Haas","GER",2012-12-31,"1,695","0","21",34,74.0157480314961,185
"Sam Querrey","Sam","Querrey","USA",2012-12-31,"1,650","0","28",25,77.9527559055118,200
"Andreas Seppi","Andreas","Seppi","ITA",2012-12-31,"1,560","0","31",28,74.8031496062992,165
"Fernando Verdasco","Fernando","Verdasco","ESP",2012-12-31,"1,490","0","25",29,74.0157480314961,194
"Mikhail Youzhny","Mikhail","Youzhny","RUS",2012-12-31,"1,335","0","25",30,72.0472440944882,160
"Jerzy Janowicz","Jerzy","Janowicz","POL",2012-12-31,"1,299","0","22",22,79.9212598425197,200
"Mardy Fish","Mardy","Fish","USA",2012-12-31,"1,255","0","20",31,74.0157480314961,180
"Florian Mayer","Florian","Mayer","GER",2012-12-31,"1,215","0","28",29,74.8031496062992,180
"Jurgen Melzer","Jurgen","Melzer","AUT",2012-12-31,"1,177","0","25",31,72.0472440944882,178
"Martin Klizan","Martin","Klizan","SVK",2012-12-31,"1,175","0","24",23,74.0157480314961,165
"Radek Stepanek","Radek","Stepanek","CZE",2012-12-31,"1,135","0","23",34,72.8346456692913,167
"Jeremy Chardy","Jeremy","Chardy","FRA",2012-12-31,"1,131","0","23",25,74.0157480314961,165
"Thomaz Bellucci","Thomaz","Bellucci","BRA",2012-12-31,"1,112","0","26",25,74.0157480314961,181
"Marcel Granollers","Marcel","Granollers","ESP",2012-12-31,"1,100","0","26",26,74.8031496062992,169
"Julien Benneteau","Julien","Benneteau","FRA",2012-12-31,"1,075","0","26",31,72.8346456692913,174
"Marcos Baghdatis","Marcos","Baghdatis","CYP",2012-12-31,"1,070","0","25",27,70.0787401574803,181
"Kevin Anderson","Kevin","Anderson","RSA",2012-12-31,"1,065","0","27",26,79.9212598425197,197
"Viktor Troicki","Viktor","Troicki","SRB",2012-12-31,"1,055","0","29",26,75.9842519685039,189
"Andy Roddick","Andy","Roddick","USA",2012-12-31,"1,015","0","24",NA,74.0157480314961,195
"Feliciano Lopez","Feliciano","Lopez","ESP",2012-12-31,"1,005","0","29",31,74.0157480314961,187
"Jarkko Nieminen","Jarkko","Nieminen","FIN",2012-12-31,"927","0","29",31,72.8346456692913,172
"Pablo Andujar","Pablo","Andujar","ESP",2012-12-31,"915","0","30",26,70.8661417322835,167
"Denis Istomin","Denis","Istomin","UZB",2012-12-31,"897","0","33",26,74.0157480314961,194
"Nikolay Davydenko","Nikolay","Davydenko","RUS",2012-12-31,"885","0","25",31,70.0787401574803,154
"Fabio Fognini","Fabio","Fognini","ITA",2012-12-31,"880","0","28",25,70.0787401574803,163
"David Goffin","David","Goffin","BEL",2012-12-31,"868","0","25",22,70.8661417322835,150
"Benoit Paire","Benoit","Paire","FRA",2012-12-31,"867","0","29",23,77.1653543307087,176
"Grigor Dimitrov","Grigor","Dimitrov","BUL",2012-12-31,"866","0","21",21,74.8031496062992,176
"Marinko Matosevic","Marinko","Matosevic","AUS",2012-12-31,"845","0","28",27,75.9842519685039,190
"Albert Ramos","Albert","Ramos","ESP",2012-12-31,"830","0","30",24,74.0157480314961,177
"Lukas Lacko","Lukas","Lacko","SVK",2012-12-31,"827","0","25",25,72.8346456692913,188
"Bernard Tomic","Bernard","Tomic","AUS",2012-12-31,"825","0","27",20,77.1653543307087,201
"Michael Llodra","Michael","Llodra","FRA",2012-12-31,"823","0","18",32,74.8031496062992,176
"Alejandro Falla","Alejandro","Falla","COL",2012-12-31,"809","0","29",29,72.8346456692913,169
"Grega Zemlja","Grega","Zemlja","SLO",2012-12-31,"782","0","24",26,72.0472440944882,179
"Robin Haase","Robin","Haase","NED",2012-12-31,"780","0","29",25,74.8031496062992,170
"Santiago Giraldo","Santiago","Giraldo","COL",2012-12-31,"778","0","23",25,74.0157480314961,166
"Paul-Henri Mathieu","Paul-Henri","Mathieu","FRA",2012-12-31,"763","0","24",30,72.8346456692913,163
"Yen-Hsun Lu","Yen-Hsun","Lu","TPE",2012-12-31,"759","0","28",29,70.8661417322835,163
"Go Soeda","Go","Soeda","JPN",2012-12-31,"758","0","28",28,70.0787401574803,160
"Brian Baker","Brian","Baker","USA",2012-12-31,"756","0","23",27,74.8031496062992,170
"Victor Hanescu","Victor","Hanescu","ROU",2012-12-31,"753","0","26",31,77.9527559055118,194
"Xavier Malisse","Xavier","Malisse","BEL",2012-12-31,"746","0","27",32,72.8346456692913,183
"Paolo Lorenzi","Paolo","Lorenzi","ITA",2012-12-31,"744","0","31",31,72.0472440944882,169
"Benjamin Becker","Benjamin","Becker","GER",2012-12-31,"741","0","27",31,70.0787401574803,158
"Carlos Berlocq","Carlos","Berlocq","ARG",2012-12-31,"720","0","32",29,72.0472440944882,165
"Gilles Muller","Gilles","Muller","LUX",2012-12-31,"719","0","29",29,75.9842519685039,202
"Igor Sijsling","Igor","Sijsling","NED",2012-12-31,"712","0","23",25,74.8031496062992,192
"Ryan Harrison","Ryan","Harrison","USA",2012-12-31,"710","0","23",20,74.0157480314961,185
"Daniel Gimeno-Traver","Daniel","Gimeno-Traver","ESP",2012-12-31,"704","0","29",27,72.0472440944882,176
"Leonardo Mayer","Leonardo","Mayer","ARG",2012-12-31,"702","0","23",25,74.0157480314961,183
"Ivan Dodig","Ivan","Dodig","CRO",2012-12-31,"695","0","28",28,72.0472440944882,183
"Lukas Rosol","Lukas","Rosol","CZE",2012-12-31,"679","0","31",27,77.1653543307087,178
"Lukasz Kubot","Lukasz","Kubot","POL",2012-12-31,"675","0","27",30,74.8031496062992,190
"Bjorn Phau","Bjorn","Phau","GER",2012-12-31,"668","0","25",33,68.8976377952756,154
"Guillermo Garcia-Lopez","Guillermo","Garcia-Lopez","ESP",2012-12-31,"667","0","29",29,74.0157480314961,180
"Gael Monfils","Gael","Monfils","FRA",2012-12-31,"660","0","22",26,75.9842519685039,177
"Andrey Kuznetsov","Andrey","Kuznetsov","RUS",2012-12-31,"660","0","23",21,72.8346456692913,156
"Tatsuma Ito","Tatsuma","Ito","JPN",2012-12-31,"655","0","29",24,70.8661417322835,165
"Roberto Bautista Agut","Roberto","Bautista Agut","ESP",2012-12-31,"648","0","25",24,72.0472440944882,168
"Evgeny Donskoy","Evgeny","Donskoy","RUS",2012-12-31,"637","0","27",22,72.8346456692913,163
"David Nalbandian","David","Nalbandian","ARG",2012-12-31,"635","0","18",NA,70.8661417322835,175
"Lleyton Hewitt","Lleyton","Hewitt","AUS",2012-12-31,"625","0","13",31,70.8661417322835,170
"Simone Bolelli","Simone","Bolelli","ITA",2012-12-31,"623","0","28",27,72.0472440944882,174
"Horacio Zeballos","Horacio","Zeballos","ARG",2012-12-31,"615","0","27",27,74.0157480314961,183
"Aljaz Bedene","Aljaz","Bedene","SLO",2012-12-31,"583","0","22",23,72.0472440944882,159
"Michael Russell","Michael","Russell","USA",2012-12-31,"582","0","29",34,68.1102362204724,155
"Filippo Volandri","Filippo","Volandri","ITA",2012-12-31,"582","0","33",31,72.0472440944882,161
"Jurgen Zopp","Jurgen","Zopp","EST",2012-12-31,"579","0","22",24,74.8031496062992,194
"Olivier Rochus","Olivier","Rochus","BEL",2012-12-31,"577","0","32",31,66.1417322834646,143
"Ruben Ramirez Hidalgo","Ruben","Ramirez Hidalgo","ESP",2012-12-31,"577","0","29",35,72.0472440944882,163
"Guillaume Rufin","Guillaume","Rufin","FRA",2012-12-31,"574","0","27",22,74.0157480314961,181
"Steve Darcis","Steve","Darcis","BEL",2012-12-31,"571","0","25",28,70.0787401574803,161
"Blaz Kavcic","Blaz","Kavcic","SLO",2012-12-31,"569","0","29",25,74.0157480314961,174
"Flavio Cipolla","Flavio","Cipolla","ITA",2012-12-31,"568","0","29",29,68.1102362204724,163
"Albert Montanes","Albert","Montanes","ESP",2012-12-31,"565","0","26",32,68.8976377952756,155
"Guido Pella","Guido","Pella","ARG",2012-12-31,"564","0","22",22,72.8346456692913,183
"Tobias Kamke","Tobias","Kamke","GER",2012-12-31,"563","0","29",26,70.0787401574803,163
"Adrian Ungur","Adrian","Ungur","ROU",2012-12-31,"557","0","28",27,70.0787401574803,161
"Ivo Karlovic","Ivo","Karlovic","CRO",2012-12-31,"556","0","20",33,83.0708661417323,230
"Novak Djokovic","Novak","Djokovic","SRB",2011-12-26,"13,630","0","19",24,74.0157480314961,176
"Rafael Nadal","Rafael","Nadal","ESP",2011-12-26,"9,595","0","20",25,72.8346456692913,188
"Roger Federer","Roger","Federer","SUI",2011-12-26,"8,170","0","19",30,72.8346456692913,187
"Andy Murray","Andy","Murray","GBR",2011-12-26,"7,380","0","19",24,74.8031496062992,185
"David Ferrer","David","Ferrer","ESP",2011-12-26,"4,925","0","23",29,68.8976377952756,160
"Jo-Wilfried Tsonga","Jo-Wilfried","Tsonga","FRA",2011-12-26,"4,335","0","25",26,74.0157480314961,200
"Tomas Berdych","Tomas","Berdych","CZE",2011-12-26,"3,700","0","24",26,77.1653543307087,200
"Mardy Fish","Mardy","Fish","USA",2011-12-26,"2,965","0","24",30,74.0157480314961,180
"Janko Tipsarevic","Janko","Tipsarevic","SRB",2011-12-26,"2,595","0","28",27,70.8661417322835,176
"Nicolas Almagro","Nicolas","Almagro","ESP",2011-12-26,"2,380","0","27",26,72.0472440944882,185
"Juan Martin Del Potro","Juan Martin","Del Potro","ARG",2011-12-26,"2,315","0","22",23,77.9527559055118,214
"Gilles Simon","Gilles","Simon","FRA",2011-12-26,"2,165","0","28",27,72.0472440944882,154
"Robin Soderling","Robin","Soderling","SWE",2011-12-26,"2,120","0","22",27,75.9842519685039,192
"Andy Roddick","Andy","Roddick","USA",2011-12-26,"1,940","0","20",NA,74.0157480314961,195
"Alexandr Dolgopolov","Alexandr","Dolgopolov","UKR",2011-12-26,"1,925","0","30",23,70.8661417322835,157
"Gael Monfils","Gael","Monfils","FRA",2011-12-26,"1,910","0","23",25,75.9842519685039,177
"Stanislas Wawrinka","Stanislas","Wawrinka","SUI",2011-12-26,"1,820","0","23",26,72.0472440944882,179
"John Isner","John","Isner","USA",2011-12-26,"1,800","0","25",26,81.8897637795276,238
"Richard Gasquet","Richard","Gasquet","FRA",2011-12-26,"1,765","0","21",25,72.8346456692913,165
"Feliciano Lopez","Feliciano","Lopez","ESP",2011-12-26,"1,755","0","28",30,74.0157480314961,187
"Marin Cilic","Marin","Cilic","CRO",2011-12-26,"1,665","0","25",23,77.9527559055118,180
"Viktor Troicki","Viktor","Troicki","SRB",2011-12-26,"1,655","0","26",25,75.9842519685039,189
"Florian Mayer","Florian","Mayer","GER",2011-12-26,"1,630","0","27",28,74.8031496062992,180
"Fernando Verdasco","Fernando","Verdasco","ESP",2011-12-26,"1,550","0","25",28,74.0157480314961,194
"Kei Nishikori","Kei","Nishikori","JPN",2011-12-26,"1,430","0","25",22,70.0787401574803,150
"Juan Monaco","Juan","Monaco","ARG",2011-12-26,"1,335","0","26",27,72.8346456692913,179
"Marcel Granollers","Marcel","Granollers","ESP",2011-12-26,"1,335","0","25",25,74.8031496062992,169
"Radek Stepanek","Radek","Stepanek","CZE",2011-12-26,"1,275","0","27",33,72.8346456692913,167
"Juan Ignacio Chela","Juan Ignacio","Chela","ARG",2011-12-26,"1,270","0","28",32,74.8031496062992,165
"Ivan Ljubicic","Ivan","Ljubicic","CRO",2011-12-26,"1,270","0","22",NA,75.9842519685039,202
"Milos Raonic","Milos","Raonic","CAN",2011-12-26,"1,255","0","24",21,77.1653543307087,195
"Kevin Anderson","Kevin","Anderson","RSA",2011-12-26,"1,235","0","29",25,79.9212598425197,197
"Jurgen Melzer","Jurgen","Melzer","AUT",2011-12-26,"1,170","0","24",30,72.0472440944882,178
"Alex Bogomolov Jr.","Alex","Bogomolov Jr.","RUS",2011-12-26,"1,135","0","30",28,70.0787401574803,165
"Mikhail Youzhny","Mikhail","Youzhny","RUS",2011-12-26,"1,105","0","26",29,72.0472440944882,160
"Ivan Dodig","Ivan","Dodig","CRO",2011-12-26,"1,065","0","26",26,72.0472440944882,183
"Thomaz Bellucci","Thomaz","Bellucci","BRA",2011-12-26,"1,060","0","26",24,74.0157480314961,181
"Andreas Seppi","Andreas","Seppi","ITA",2011-12-26,"1,015","0","28",27,74.8031496062992,165
"Donald Young","Donald","Young","USA",2011-12-26,"1,004","0","24",22,72.0472440944882,175
"Dmitry Tursunov","Dmitry","Tursunov","RUS",2011-12-26,"988","0","25",29,72.8346456692913,180
"Nikolay Davydenko","Nikolay","Davydenko","RUS",2011-12-26,"980","0","27",30,70.0787401574803,154
"Bernard Tomic","Bernard","Tomic","AUS",2011-12-26,"970","0","21",19,77.1653543307087,201
"Philipp Kohlschreiber","Philipp","Kohlschreiber","GER",2011-12-26,"960","0","27",28,70.0787401574803,154
"Marcos Baghdatis","Marcos","Baghdatis","CYP",2011-12-26,"940","0","27",26,70.0787401574803,181
"Robin Haase","Robin","Haase","NED",2011-12-26,"926","0","25",24,74.8031496062992,170
"Pablo Andujar","Pablo","Andujar","ESP",2011-12-26,"920","0","31",25,70.8661417322835,167
"Michael Llodra","Michael","Llodra","FRA",2011-12-26,"915","0","23",31,74.8031496062992,176
"Fabio Fognini","Fabio","Fognini","ITA",2011-12-26,"915","0","32",24,70.0787401574803,163
"Xavier Malisse","Xavier","Malisse","BEL",2011-12-26,"910","0","27",31,72.8346456692913,183
"Juan Carlos Ferrero","Juan Carlos","Ferrero","ESP",2011-12-26,"910","0","18",31,72.0472440944882,160
"Tommy Robredo","Tommy","Robredo","ESP",2011-12-26,"905","0","23",29,70.8661417322835,165
"Julien Benneteau","Julien","Benneteau","FRA",2011-12-26,"900","0","27",30,72.8346456692913,174
"Albert Montanes","Albert","Montanes","ESP",2011-12-26,"895","0","26",31,68.8976377952756,155
"Gilles Muller","Gilles","Muller","LUX",2011-12-26,"893","0","22",28,75.9842519685039,202
"Santiago Giraldo","Santiago","Giraldo","COL",2011-12-26,"890","0","26",24,74.0157480314961,166
"Ivo Karlovic","Ivo","Karlovic","CRO",2011-12-26,"867","0","23",32,83.0708661417323,230
"Lukasz Kubot","Lukasz","Kubot","POL",2011-12-26,"828","0","23",29,74.8031496062992,190
"Potito Starace","Potito","Starace","ITA",2011-12-26,"825","0","28",30,74.0157480314961,185
"James Blake","James","Blake","USA",2011-12-26,"819","0","21",32,72.8346456692913,183
"Carlos Berlocq","Carlos","Berlocq","ARG",2011-12-26,"801","0","32",28,72.0472440944882,165
"Ernests Gulbis","Ernests","Gulbis","LAT",2011-12-26,"785","0","25",23,74.8031496062992,187
"Sergiy Stakhovsky","Sergiy","Stakhovsky","UKR",2011-12-26,"780","0","29",25,75.9842519685039,176
"Philipp Petzschner","Philipp","Petzschner","GER",2011-12-26,"780","0","27",27,72.8346456692913,170
"David Nalbandian","David","Nalbandian","ARG",2011-12-26,"760","0","21",NA,70.8661417322835,175
"Guillermo Garcia-Lopez","Guillermo","Garcia-Lopez","ESP",2011-12-26,"755","0","30",28,74.0157480314961,180
"Albert Ramos","Albert","Ramos","ESP",2011-12-26,"709","0","30",23,74.0157480314961,177
"Olivier Rochus","Olivier","Rochus","BEL",2011-12-26,"704","0","23",30,66.1417322834646,143
"Rui Machado","Rui","Machado","POR",2011-12-26,"698","0","30",27,70.0787401574803,143
"Filippo Volandri","Filippo","Volandri","ITA",2011-12-26,"696","0","31",30,72.0472440944882,161
