"PlayerID","FirstName","LastName","Country","Date","Points","Week Change","Tourn Played","Age","Height","Weight"
"Robby Ginepri","Robby","Ginepri","USA",2009-12-28,"529","0","23",27,72.0472440944882,174
"Rafael Nadal","Rafael","Nadal","ESP",2008-12-29,"6,675","0","19",22,72.8346456692913,188
"Roger Federer","Roger","Federer","SUI",2008-12-29,"5,305","0","19",27,72.8346456692913,187
"Novak Djokovic","Novak","Djokovic","SRB",2008-12-29,"5,295","0","19",21,74.0157480314961,176
"Andy Murray","Andy","Murray","GBR",2008-12-29,"3,720","0","23",21,74.8031496062992,185
"Nikolay Davydenko","Nikolay","Davydenko","RUS",2008-12-29,"2,715","0","23",27,70.0787401574803,154
"Jo-Wilfried Tsonga","Jo-Wilfried","Tsonga","FRA",2008-12-29,"2,050","0","21",23,74.0157480314961,200
"Gilles Simon","Gilles","Simon","FRA",2008-12-29,"1,980","0","29",24,72.0472440944882,154
"Andy Roddick","Andy","Roddick","USA",2008-12-29,"1,970","0","23",NA,74.0157480314961,195
"Juan Martin Del Potro","Juan Martin","Del Potro","ARG",2008-12-29,"1,945","0","22",20,77.9527559055118,214
"James Blake","James","Blake","USA",2008-12-29,"1,775","0","23",29,72.8346456692913,183
"David Nalbandian","David","Nalbandian","ARG",2008-12-29,"1,725","0","20",NA,70.8661417322835,175
"David Ferrer","David","Ferrer","ESP",2008-12-29,"1,695","0","24",26,68.8976377952756,160
"Stanislas Wawrinka","Stanislas","Wawrinka","SUI",2008-12-29,"1,510","0","22",23,72.0472440944882,179
"Gael Monfils","Gael","Monfils","FRA",2008-12-29,"1,475","0","21",22,75.9842519685039,177
"Fernando Gonzalez","Fernando","Gonzalez","CHI",2008-12-29,"1,420","0","22",28,72.0472440944882,180
"Fernando Verdasco","Fernando","Verdasco","ESP",2008-12-29,"1,415","0","28",25,74.0157480314961,194
"Robin Soderling","Robin","Soderling","SWE",2008-12-29,"1,325","0","23",24,75.9842519685039,192
"Nicolas Almagro","Nicolas","Almagro","ESP",2008-12-29,"1,270","0","23",23,72.0472440944882,185
"Igor Andreev","Igor","Andreev","RUS",2008-12-29,"1,245","0","30",25,72.8346456692913,176
"Tomas Berdych","Tomas","Berdych","CZE",2008-12-29,"1,215","0","24",23,77.1653543307087,200
"Tommy Robredo","Tommy","Robredo","ESP",2008-12-29,"1,195","0","24",26,70.8661417322835,165
"Dmitry Tursunov","Dmitry","Tursunov","RUS",2008-12-29,"1,180","0","28",26,72.8346456692913,180
"Marin Cilic","Marin","Cilic","CRO",2008-12-29,"1,175","0","26",20,77.9527559055118,180
"Mardy Fish","Mardy","Fish","USA",2008-12-29,"1,165","0","24",27,74.0157480314961,180
"Richard Gasquet","Richard","Gasquet","FRA",2008-12-29,"1,160","0","23",22,72.8346456692913,165
"Ivo Karlovic","Ivo","Karlovic","CRO",2008-12-29,"1,140","0","27",29,83.0708661417323,230
"Radek Stepanek","Radek","Stepanek","CZE",2008-12-29,"1,130","0","25",30,72.8346456692913,167
"Philipp Kohlschreiber","Philipp","Kohlschreiber","GER",2008-12-29,"1,115","0","22",25,70.0787401574803,154
"Marat Safin","Marat","Safin","RUS",2008-12-29,"1,025","0","24",NA,75.9842519685039,195
"Feliciano Lopez","Feliciano","Lopez","ESP",2008-12-29,"1,005","0","25",27,74.0157480314961,187
"Paul-Henri Mathieu","Paul-Henri","Mathieu","FRA",2008-12-29,"1,000","0","26",26,72.8346456692913,163
"Mikhail Youzhny","Mikhail","Youzhny","RUS",2008-12-29,"985","0","24",26,72.0472440944882,160
"Rainer Schuettler","Rainer","Schuettler","GER",2008-12-29,"942","0","30",32,70.8661417322835,165
"Jurgen Melzer","Jurgen","Melzer","AUT",2008-12-29,"939","0","28",27,72.0472440944882,178
"Andreas Seppi","Andreas","Seppi","ITA",2008-12-29,"910","0","30",24,74.8031496062992,165
"Mario Ancic","Mario","Ancic","CRO",2008-12-29,"900","0","21",NA,77.1653543307087,180
"Jarkko Nieminen","Jarkko","Nieminen","FIN",2008-12-29,"895","0","29",27,72.8346456692913,172
"Nicolas Kiefer","Nicolas","Kiefer","GER",2008-12-29,"885","0","21",NA,72.0472440944882,177
"Sam Querrey","Sam","Querrey","USA",2008-12-29,"870","0","26",21,77.9527559055118,200
"Michael Llodra","Michael","Llodra","FRA",2008-12-29,"860","0","24",28,74.8031496062992,176
"Simone Bolelli","Simone","Bolelli","ITA",2008-12-29,"843","0","31",23,72.0472440944882,174
"Carlos Moya","Carlos","Moya","ESP",2008-12-29,"840","0","24",32,74.8031496062992,190
"Julien Benneteau","Julien","Benneteau","FRA",2008-12-29,"804","0","25",27,72.8346456692913,174
"Ivan Ljubicic","Ivan","Ljubicic","CRO",2008-12-29,"790","0","24",NA,75.9842519685039,202
"Albert Montanes","Albert","Montanes","ESP",2008-12-29,"787","0","30",28,68.8976377952756,155
"Juan Monaco","Juan","Monaco","ARG",2008-12-29,"785","0","24",24,72.8346456692913,179
"Igor Kunitsyn","Igor","Kunitsyn","RUS",2008-12-29,"781","0","27",27,70.8661417322835,165
"Jose Acasuso","Jose","Acasuso","ARG",2008-12-29,"760","0","26",26,74.8031496062992,190
"Janko Tipsarevic","Janko","Tipsarevic","SRB",2008-12-29,"750","0","24",24,70.8661417322835,176
"Victor Hanescu","Victor","Hanescu","ROU",2008-12-29,"743","0","25",27,77.9527559055118,194
"Robby Ginepri","Robby","Ginepri","USA",2008-12-29,"740","0","22",26,72.0472440944882,174
"Fabrice Santoro","Fabrice","Santoro","FRA",2008-12-29,"726","0","24",NA,70.0787401574803,163
"Ernests Gulbis","Ernests","Gulbis","LAT",2008-12-29,"719","0","22",20,74.8031496062992,187
"Marc Gicquel","Marc","Gicquel","FRA",2008-12-29,"714","0","28",31,74.0157480314961,165
"Juan Carlos Ferrero","Juan Carlos","Ferrero","ESP",2008-12-29,"705","0","19",28,72.0472440944882,160
"Marcel Granollers","Marcel","Granollers","ESP",2008-12-29,"692","0","31",22,74.8031496062992,169
"Viktor Troicki","Viktor","Troicki","SRB",2008-12-29,"690","0","27",22,75.9842519685039,189
"Eduardo Schwank","Eduardo","Schwank","ARG",2008-12-29,"690","0","25",22,72.0472440944882,182
"Florent Serra","Florent","Serra","FRA",2008-12-29,"687","0","31",27,70.8661417322835,171
"Agustin Calleri","Agustin","Calleri","ARG",2008-12-29,"685","0","24",32,72.0472440944882,190
"Steve Darcis","Steve","Darcis","BEL",2008-12-29,"681","0","24",24,70.0787401574803,161
"Guillermo Garcia-Lopez","Guillermo","Garcia-Lopez","ESP",2008-12-29,"646","0","30",25,74.0157480314961,180
"Kei Nishikori","Kei","Nishikori","JPN",2008-12-29,"640","0","19",19,70.0787401574803,150
"Yen-Hsun Lu","Yen-Hsun","Lu","TPE",2008-12-29,"622","0","27",25,70.8661417322835,163
"Teymuraz Gabashvili","Teymuraz","Gabashvili","RUS",2008-12-29,"613","0","27",23,74.0157480314961,182
"Philipp Petzschner","Philipp","Petzschner","GER",2008-12-29,"606","0","23",24,72.8346456692913,170
"Lleyton Hewitt","Lleyton","Hewitt","AUS",2008-12-29,"605","0","17",27,70.8661417322835,170
"Oscar Hernandez","Oscar","Hernandez","ESP",2008-12-29,"584","0","34",30,70.8661417322835,154
"Christophe Rochus","Christophe","Rochus","BEL",2008-12-29,"578","0","24",30,66.9291338582677,150
"Bobby Reynolds","Bobby","Reynolds","USA",2008-12-29,"572","0","33",26,72.0472440944882,170
"Martin Vassallo Arguello","Martin","Vassallo Arguello","ARG",2008-12-29,"572","0","29",28,72.0472440944882,176
"Potito Starace","Potito","Starace","ITA",2008-12-29,"564","0","30",27,74.0157480314961,185
"Nicolas Devilder","Nicolas","Devilder","FRA",2008-12-29,"561","0","27",28,68.1102362204724,143
"Ivan Navarro","Ivan","Navarro","ESP",2008-12-29,"554","0","32",27,72.0472440944882,189
"Jeremy Chardy","Jeremy","Chardy","FRA",2008-12-29,"553","0","23",21,74.0157480314961,165
"Vincent Spadea","Vincent","Spadea","USA",2008-12-29,"549","0","33",34,72.0472440944882,170
"Nicolas Massu","Nicolas","Massu","CHI",2008-12-29,"545","0","32",29,72.0472440944882,177
"Diego Junqueira","Diego","Junqueira","ARG",2008-12-29,"544","0","29",28,70.0787401574803,159
"Guillermo Canas","Guillermo","Canas","ARG",2008-12-29,"543","0","27",31,72.8346456692913,190
"Mischa Zverev","Mischa","Zverev","GER",2008-12-29,"535","0","29",21,74.8031496062992,178
"Jan Hernych","Jan","Hernych","CZE",2008-12-29,"534","0","23",29,74.8031496062992,183
"Tommy Haas","Tommy","Haas","GER",2008-12-29,"525","0","20",30,74.0157480314961,185
"Denis Gremelmayr","Denis","Gremelmayr","GER",2008-12-29,"518","0","31",27,72.0472440944882,160
"Kristof Vliegen","Kristof","Vliegen","BEL",2008-12-29,"509","0","25",NA,75.9842519685039,165
"Thomaz Bellucci","Thomaz","Bellucci","BRA",2008-12-29,"508","0","24",21,74.0157480314961,181
"Nicolas Lapentti","Nicolas","Lapentti","ECU",2008-12-29,"502","0","22",32,74.0157480314961,190
"Marcos Daniel","Marcos","Daniel","BRA",2008-12-29,"498","0","26",30,70.8661417322835,175
"Fabio Fognini","Fabio","Fognini","ITA",2008-12-29,"493","0","21",21,70.0787401574803,163
"Andrey Golubev","Andrey","Golubev","KAZ",2008-12-29,"488","0","23",21,72.8346456692913,170
"Daniel Gimeno-Traver","Daniel","Gimeno-Traver","ESP",2008-12-29,"488","0","28",23,72.0472440944882,176
"Roko Karanusic","Roko","Karanusic","CRO",2008-12-29,"487","0","25",26,72.0472440944882,165
"Sergiy Stakhovsky","Sergiy","Stakhovsky","UKR",2008-12-29,"483","0","21",22,75.9842519685039,176
"Arnaud Clement","Arnaud","Clement","FRA",2008-12-29,"480","0","20",31,68.1102362204724,160
"Nicolas Mahut","Nicolas","Mahut","FRA",2008-12-29,"480","0","30",26,74.8031496062992,176
"Gilles Muller","Gilles","Muller","LUX",2008-12-29,"478","0","20",25,75.9842519685039,202
"Chris Guccione","Chris","Guccione","AUS",2008-12-29,"478","0","26",23,79.1338582677165,202
"Robert Kendrick","Robert","Kendrick","USA",2008-12-29,"478","0","28",29,74.8031496062992,190
"Marcos Baghdatis","Marcos","Baghdatis","CYP",2008-12-29,"475","0","21",23,70.0787401574803,181
"Ivo Minar","Ivo","Minar","CZE",2008-12-29,"475","0","33",24,72.0472440944882,187
"Alberto Martin","Alberto","Martin","ESP",2008-12-29,"473","0","32",30,68.8976377952756,162
"Roger Federer","Roger","Federer","SUI",2007-12-31,"7,180","0","16",26,72.8346456692913,187
"Rafael Nadal","Rafael","Nadal","ESP",2007-12-31,"5,735","0","19",21,72.8346456692913,188
"Novak Djokovic","Novak","Djokovic","SRB",2007-12-31,"4,470","0","20",20,74.0157480314961,176
"Nikolay Davydenko","Nikolay","Davydenko","RUS",2007-12-31,"2,825","0","26",26,70.0787401574803,154
"David Ferrer","David","Ferrer","ESP",2007-12-31,"2,750","0","23",25,68.8976377952756,160
"Andy Roddick","Andy","Roddick","USA",2007-12-31,"2,530","0","20",NA,74.0157480314961,195
"Fernando Gonzalez","Fernando","Gonzalez","CHI",2007-12-31,"2,005","0","19",27,72.0472440944882,180
"Richard Gasquet","Richard","Gasquet","FRA",2007-12-31,"1,930","0","23",21,72.8346456692913,165
"David Nalbandian","David","Nalbandian","ARG",2007-12-31,"1,775","0","15",NA,70.8661417322835,175
"Tommy Robredo","Tommy","Robredo","ESP",2007-12-31,"1,765","0","23",25,70.8661417322835,165
"Andy Murray","Andy","Murray","GBR",2007-12-31,"1,755","0","19",20,74.8031496062992,185
"Tommy Haas","Tommy","Haas","GER",2007-12-31,"1,720","0","20",29,74.0157480314961,185
"James Blake","James","Blake","USA",2007-12-31,"1,710","0","24",28,72.8346456692913,183
"Tomas Berdych","Tomas","Berdych","CZE",2007-12-31,"1,685","0","21",22,77.1653543307087,200
"Guillermo Canas","Guillermo","Canas","ARG",2007-12-31,"1,653","0","21",30,72.8346456692913,190
"Marcos Baghdatis","Marcos","Baghdatis","CYP",2007-12-31,"1,600","0","21",22,70.0787401574803,181
"Carlos Moya","Carlos","Moya","ESP",2007-12-31,"1,585","0","21",31,74.8031496062992,190
"Ivan Ljubicic","Ivan","Ljubicic","CRO",2007-12-31,"1,580","0","22",NA,75.9842519685039,202
"Mikhail Youzhny","Mikhail","Youzhny","RUS",2007-12-31,"1,570","0","23",25,72.0472440944882,160
"Juan Ignacio Chela","Juan Ignacio","Chela","ARG",2007-12-31,"1,425","0","21",28,74.8031496062992,165
"Lleyton Hewitt","Lleyton","Hewitt","AUS",2007-12-31,"1,365","0","19",26,70.8661417322835,170
"Ivo Karlovic","Ivo","Karlovic","CRO",2007-12-31,"1,360","0","25",28,83.0708661417323,230
"Juan Monaco","Juan","Monaco","ARG",2007-12-31,"1,350","0","22",23,72.8346456692913,179
"Juan Carlos Ferrero","Juan Carlos","Ferrero","ESP",2007-12-31,"1,340","0","20",27,72.0472440944882,160
"Paul-Henri Mathieu","Paul-Henri","Mathieu","FRA",2007-12-31,"1,320","0","22",25,72.8346456692913,163
"Fernando Verdasco","Fernando","Verdasco","ESP",2007-12-31,"1,050","0","23",24,74.0157480314961,194
"Jarkko Nieminen","Jarkko","Nieminen","FIN",2007-12-31,"995","0","21",26,72.8346456692913,172
"Nicolas Almagro","Nicolas","Almagro","ESP",2007-12-31,"965","0","22",22,72.0472440944882,185
"Gilles Simon","Gilles","Simon","FRA",2007-12-31,"955","0","22",23,72.0472440944882,154
"Radek Stepanek","Radek","Stepanek","CZE",2007-12-31,"930","0","21",29,72.8346456692913,167
"Potito Starace","Potito","Starace","ITA",2007-12-31,"921","0","21",26,74.0157480314961,185
"Philipp Kohlschreiber","Philipp","Kohlschreiber","GER",2007-12-31,"905","0","21",24,70.0787401574803,154
"Igor Andreev","Igor","Andreev","RUS",2007-12-31,"890","0","22",24,72.8346456692913,176
"Dmitry Tursunov","Dmitry","Tursunov","RUS",2007-12-31,"853","0","24",25,72.8346456692913,180
"Feliciano Lopez","Feliciano","Lopez","ESP",2007-12-31,"840","0","17",26,74.0157480314961,187
"Stanislas Wawrinka","Stanislas","Wawrinka","SUI",2007-12-31,"820","0","17",22,72.0472440944882,179
"Fabrice Santoro","Fabrice","Santoro","FRA",2007-12-31,"807","0","20",NA,70.0787401574803,163
"Gael Monfils","Gael","Monfils","FRA",2007-12-31,"742","0","17",21,75.9842519685039,177
"Mardy Fish","Mardy","Fish","USA",2007-12-31,"740","0","22",26,74.0157480314961,180
"Filippo Volandri","Filippo","Volandri","ITA",2007-12-31,"731","0","20",26,72.0472440944882,161
"Robin Soderling","Robin","Soderling","SWE",2007-12-31,"715","0","20",23,75.9842519685039,192
"Agustin Calleri","Agustin","Calleri","ARG",2007-12-31,"715","0","20",31,72.0472440944882,190
"Jo-Wilfried Tsonga","Jo-Wilfried","Tsonga","FRA",2007-12-31,"714","0","15",22,74.0157480314961,200
"Juan Martin Del Potro","Juan Martin","Del Potro","ARG",2007-12-31,"690","0","20",19,77.9527559055118,214
"Nicolas Mahut","Nicolas","Mahut","FRA",2007-12-31,"683","0","19",25,74.8031496062992,176
"Albert Montanes","Albert","Montanes","ESP",2007-12-31,"681","0","20",27,68.8976377952756,155
"Stefan Koubek","Stefan","Koubek","AUT",2007-12-31,"661","0","21",31,68.8976377952756,150
"Olivier Rochus","Olivier","Rochus","BEL",2007-12-31,"661","0","19",26,66.1417322834646,143
"Nicolas Kiefer","Nicolas","Kiefer","GER",2007-12-31,"660","0","14",NA,72.0472440944882,177
"Andreas Seppi","Andreas","Seppi","ITA",2007-12-31,"659","0","23",23,74.8031496062992,165
"Hyung-Taik Lee","Hyung-Taik","Lee","KOR",2007-12-31,"642","0","18",32,70.8661417322835,180
"Janko Tipsarevic","Janko","Tipsarevic","SRB",2007-12-31,"632","0","14",23,70.8661417322835,176
"Sebastien Grosjean","Sebastien","Grosjean","FRA",2007-12-31,"621","0","16",29,68.8976377952756,160
"Arnaud Clement","Arnaud","Clement","FRA",2007-12-31,"620","0","19",30,68.1102362204724,160
"Florian Mayer","Florian","Mayer","GER",2007-12-31,"611","0","20",24,74.8031496062992,180
"Marat Safin","Marat","Safin","RUS",2007-12-31,"610","0","19",NA,75.9842519685039,195
"Michael Berrer","Michael","Berrer","GER",2007-12-31,"608","0","22",27,75.9842519685039,220
"Oscar Hernandez","Oscar","Hernandez","ESP",2007-12-31,"602","0","17",29,70.8661417322835,154
"Jonas Bjorkman","Jonas","Bjorkman","SWE",2007-12-31,"595","0","16",35,72.0472440944882,183
"Jurgen Melzer","Jurgen","Melzer","AUT",2007-12-31,"590","0","20",26,72.0472440944882,178
"Ernests Gulbis","Ernests","Gulbis","LAT",2007-12-31,"585","0","14",19,74.8031496062992,187
"Thomas Johansson","Thomas","Johansson","SWE",2007-12-31,"583","0","17",32,70.8661417322835,176
"Sam Querrey","Sam","Querrey","USA",2007-12-31,"573","0","17",20,77.9527559055118,200
"Dudi Sela","Dudi","Sela","ISR",2007-12-31,"573","0","18",22,68.8976377952756,144
"Jose Acasuso","Jose","Acasuso","ARG",2007-12-31,"566","0","16",25,74.8031496062992,190
"Werner Eschauer","Werner","Eschauer","AUT",2007-12-31,"565","0","14",33,74.0157480314961,167
"Simone Bolelli","Simone","Bolelli","ITA",2007-12-31,"541","0","19",22,72.0472440944882,174
"Julien Benneteau","Julien","Benneteau","FRA",2007-12-31,"540","0","22",26,72.8346456692913,174
"Sergio Roitman","Sergio","Roitman","ARG",2007-12-31,"537","0","21",28,72.8346456692913,175
"Marc Gicquel","Marc","Gicquel","FRA",2007-12-31,"535","0","23",30,74.0157480314961,165
"Marin Cilic","Marin","Cilic","CRO",2007-12-31,"533","0","17",19,77.9527559055118,180
"Frank Dancevic","Frank","Dancevic","CAN",2007-12-31,"521","0","16",23,72.8346456692913,175
"Luis Horna","Luis","Horna","PER",2007-12-31,"520","0","18",27,70.8661417322835,180
"Martin Vassallo Arguello","Martin","Vassallo Arguello","ARG",2007-12-31,"520","0","20",27,72.0472440944882,176
"Andrei Pavel","Andrei","Pavel","ROU",2007-12-31,"518","0","17",33,72.0472440944882,190
"Victor Hanescu","Victor","Hanescu","ROU",2007-12-31,"517","0","19",26,77.9527559055118,194
"Vincent Spadea","Vincent","Spadea","USA",2007-12-31,"515","0","20",33,72.0472440944882,170
"Nicolas Massu","Nicolas","Massu","CHI",2007-12-31,"514","0","19",28,72.0472440944882,177
"Peter Luczak","Peter","Luczak","AUS",2007-12-31,"489","0","19",28,72.0472440944882,170
"Evgeny Korolev","Evgeny","Korolev","KAZ",2007-12-31,"487","0","20",19,72.8346456692913,180
"Alejandro Falla","Alejandro","Falla","COL",2007-12-31,"481","0","21",24,72.8346456692913,169
"Michael Russell","Michael","Russell","USA",2007-12-31,"481","0","18",29,68.1102362204724,155
"Mario Ancic","Mario","Ancic","CRO",2007-12-31,"480","0","17",NA,77.1653543307087,180
"Benjamin Becker","Benjamin","Becker","GER",2007-12-31,"476","0","23",26,70.0787401574803,158
"Carlos Berlocq","Carlos","Berlocq","ARG",2007-12-31,"474","0","19",24,72.0472440944882,165
"Steve Darcis","Steve","Darcis","BEL",2007-12-31,"474","0","20",23,70.0787401574803,161
"Santiago Ventura","Santiago","Ventura","ESP",2007-12-31,"473","0","22",28,72.0472440944882,172
"Mischa Zverev","Mischa","Zverev","GER",2007-12-31,"468","0","18",20,74.8031496062992,178
"Diego Hartfield","Diego","Hartfield","ARG",2007-12-31,"466","0","17",26,72.8346456692913,177
"Guillermo Garcia-Lopez","Guillermo","Garcia-Lopez","ESP",2007-12-31,"462","0","15",24,74.0157480314961,180
"Chris Guccione","Chris","Guccione","AUS",2007-12-31,"462","0","19",22,79.1338582677165,202
"Florent Serra","Florent","Serra","FRA",2007-12-31,"461","0","17",26,70.8661417322835,171
"Michael Llodra","Michael","Llodra","FRA",2007-12-31,"460","0","18",27,74.8031496062992,176
"Thierry Ascione","Thierry","Ascione","FRA",2007-12-31,"449","0","23",26,74.0157480314961,196
"Fabio Fognini","Fabio","Fognini","ITA",2007-12-31,"444","0","26",20,70.0787401574803,163
"Boris Pashanski","Boris","Pashanski","SRB",2007-12-31,"441","0","25",25,70.8661417322835,163
"Edouard Roger-Vasselin","Edouard","Roger-Vasselin","FRA",2007-12-31,"438","0","19",24,74.0157480314961,165
"Kristof Vliegen","Kristof","Vliegen","BEL",2007-12-31,"437","0","18",NA,75.9842519685039,165
"Rainer Schuettler","Rainer","Schuettler","GER",2007-12-31,"433","0","17",31,70.8661417322835,165
"Donald Young","Donald","Young","USA",2007-12-31,"432","0","19",18,72.0472440944882,175
"Roger Federer","Roger","Federer","SUI",2006-12-25,"8,370","0","19",25,72.8346456692913,187
"Rafael Nadal","Rafael","Nadal","ESP",2006-12-25,"4,470","0","19",20,72.8346456692913,188
"Nikolay Davydenko","Nikolay","Davydenko","RUS",2006-12-25,"2,825","0","32",25,70.0787401574803,154
"James Blake","James","Blake","USA",2006-12-25,"2,530","0","26",27,72.8346456692913,183
"Ivan Ljubicic","Ivan","Ljubicic","CRO",2006-12-25,"2,495","0","22",NA,75.9842519685039,202
"Andy Roddick","Andy","Roddick","USA",2006-12-25,"2,415","0","21",NA,74.0157480314961,195
"Tommy Robredo","Tommy","Robredo","ESP",2006-12-25,"2,375","0","27",24,70.8661417322835,165
"David Nalbandian","David","Nalbandian","ARG",2006-12-25,"2,295","0","17",NA,70.8661417322835,175
"Mario Ancic","Mario","Ancic","CRO",2006-12-25,"2,060","0","24",NA,77.1653543307087,180
"Fernando Gonzalez","Fernando","Gonzalez","CHI",2006-12-25,"2,015","0","20",26,72.0472440944882,180
"Tommy Haas","Tommy","Haas","GER",2006-12-25,"1,890","0","23",28,74.0157480314961,185
"Marcos Baghdatis","Marcos","Baghdatis","CYP",2006-12-25,"1,860","0","23",21,70.0787401574803,181
"Tomas Berdych","Tomas","Berdych","CZE",2006-12-25,"1,705","0","25",21,77.1653543307087,200
"David Ferrer","David","Ferrer","ESP",2006-12-25,"1,475","0","25",24,68.8976377952756,160
"Jarkko Nieminen","Jarkko","Nieminen","FIN",2006-12-25,"1,460","0","28",25,72.8346456692913,172
"Novak Djokovic","Novak","Djokovic","SRB",2006-12-25,"1,380","0","21",19,74.0157480314961,176
"Andy Murray","Andy","Murray","GBR",2006-12-25,"1,370","0","26",19,74.8031496062992,185
"Richard Gasquet","Richard","Gasquet","FRA",2006-12-25,"1,365","0","25",20,72.8346456692913,165
"Radek Stepanek","Radek","Stepanek","CZE",2006-12-25,"1,340","0","21",28,72.8346456692913,167
"Lleyton Hewitt","Lleyton","Hewitt","AUS",2006-12-25,"1,315","0","21",25,70.8661417322835,170
"Dominik Hrbaty","Dominik","Hrbaty","SVK",2006-12-25,"1,238","0","27",28,72.0472440944882,175
"Dmitry Tursunov","Dmitry","Tursunov","RUS",2006-12-25,"1,190","0","34",24,72.8346456692913,180
"Juan Carlos Ferrero","Juan Carlos","Ferrero","ESP",2006-12-25,"1,080","0","24",26,72.0472440944882,160
"Mikhail Youzhny","Mikhail","Youzhny","RUS",2006-12-25,"1,075","0","24",24,72.0472440944882,160
"Robin Soderling","Robin","Soderling","SWE",2006-12-25,"1,028","0","24",22,75.9842519685039,192
"Marat Safin","Marat","Safin","RUS",2006-12-25,"1,015","0","24",NA,75.9842519685039,195
"Jose Acasuso","Jose","Acasuso","ARG",2006-12-25,"995","0","22",24,74.8031496062992,190
"Sebastien Grosjean","Sebastien","Grosjean","FRA",2006-12-25,"965","0","21",28,68.8976377952756,160
"Agustin Calleri","Agustin","Calleri","ARG",2006-12-25,"963","0","23",30,72.0472440944882,190
"Stanislas Wawrinka","Stanislas","Wawrinka","SUI",2006-12-25,"950","0","24",21,72.0472440944882,179
"Kristof Vliegen","Kristof","Vliegen","BEL",2006-12-25,"935","0","23",NA,75.9842519685039,165
"Nicolas Almagro","Nicolas","Almagro","ESP",2006-12-25,"925","0","24",21,72.0472440944882,185
"Juan Ignacio Chela","Juan Ignacio","Chela","ARG",2006-12-25,"920","0","26",27,74.8031496062992,165
"Gaston Gaudio","Gaston","Gaudio","ARG",2006-12-25,"915","0","22",28,68.8976377952756,155
"Fernando Verdasco","Fernando","Verdasco","ESP",2006-12-25,"910","0","26",23,74.0157480314961,194
"Olivier Rochus","Olivier","Rochus","BEL",2006-12-25,"910","0","25",25,66.1417322834646,143
"Xavier Malisse","Xavier","Malisse","BEL",2006-12-25,"910","0","24",26,72.8346456692913,183
"Filippo Volandri","Filippo","Volandri","ITA",2006-12-25,"910","0","28",25,72.0472440944882,161
"Tim Henman","Tim","Henman","GBR",2006-12-25,"900","0","20",32,72.8346456692913,170
"Julien Benneteau","Julien","Benneteau","FRA",2006-12-25,"897","0","27",25,72.8346456692913,174
"Jurgen Melzer","Jurgen","Melzer","AUT",2006-12-25,"865","0","26",25,72.0472440944882,178
"Arnaud Clement","Arnaud","Clement","FRA",2006-12-25,"845","0","23",29,68.1102362204724,160
"Carlos Moya","Carlos","Moya","ESP",2006-12-25,"835","0","24",30,74.8031496062992,190
"Nicolas Massu","Nicolas","Massu","CHI",2006-12-25,"825","0","26",27,72.0472440944882,177
"Gilles Simon","Gilles","Simon","FRA",2006-12-25,"801","0","30",22,72.0472440944882,154
"Gael Monfils","Gael","Monfils","FRA",2006-12-25,"795","0","20",20,75.9842519685039,177
"Mardy Fish","Mardy","Fish","USA",2006-12-25,"776","0","25",25,74.0157480314961,180
"Nicolas Kiefer","Nicolas","Kiefer","GER",2006-12-25,"765","0","14",NA,72.0472440944882,177
"Hyung-Taik Lee","Hyung-Taik","Lee","KOR",2006-12-25,"747","0","25",30,70.8661417322835,180
"Marc Gicquel","Marc","Gicquel","FRA",2006-12-25,"730","0","24",29,74.0157480314961,165
"Robby Ginepri","Robby","Ginepri","USA",2006-12-25,"725","0","25",24,72.0472440944882,174
"Fabrice Santoro","Fabrice","Santoro","FRA",2006-12-25,"725","0","23",NA,70.0787401574803,163
"Paradorn Srichaphan","Paradorn","Srichaphan","THA",2006-12-25,"725","0","32",27,72.8346456692913,180
"Jonas Bjorkman","Jonas","Bjorkman","SWE",2006-12-25,"723","0","20",34,72.0472440944882,183
"Paul-Henri Mathieu","Paul-Henri","Mathieu","FRA",2006-12-25,"723","0","29",24,72.8346456692913,163
"Florian Mayer","Florian","Mayer","GER",2006-12-25,"700","0","27",23,74.8031496062992,180
"Ruben Ramirez Hidalgo","Ruben","Ramirez Hidalgo","ESP",2006-12-25,"690","0","25",28,72.0472440944882,163
"Benjamin Becker","Benjamin","Becker","GER",2006-12-25,"686","0","27",25,70.0787401574803,158
"Max Mirnyi","Max","Mirnyi","BLR",2006-12-25,"680","0","25",29,77.1653543307087,205
"Florent Serra","Florent","Serra","FRA",2006-12-25,"665","0","28",25,70.8661417322835,171
"Alberto Martin","Alberto","Martin","ESP",2006-12-25,"641","0","24",28,68.8976377952756,162
"Philipp Kohlschreiber","Philipp","Kohlschreiber","GER",2006-12-25,"631","0","22",23,70.0787401574803,154
"Luis Horna","Luis","Horna","PER",2006-12-25,"620","0","25",26,70.8661417322835,180
"Janko Tipsarevic","Janko","Tipsarevic","SRB",2006-12-25,"599","0","31",22,70.8661417322835,176
"Daniele Bracciali","Daniele","Bracciali","ITA",2006-12-25,"560","0","32",28,70.8661417322835,172
"Nicolas Mahut","Nicolas","Mahut","FRA",2006-12-25,"552","0","30",24,74.8031496062992,176
"Nicolas Lapentti","Nicolas","Lapentti","ECU",2006-12-25,"552","0","24",30,74.0157480314961,190
"Guillermo Garcia-Lopez","Guillermo","Garcia-Lopez","ESP",2006-12-25,"542","0","30",23,74.0157480314961,180
"Juan Monaco","Juan","Monaco","ARG",2006-12-25,"529","0","25",22,72.8346456692913,179
